seed,,5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE
478,5213,523,293437,14644,72,27,156,31559,2089,30896,66867,4806,483,24,101,185349,42,109117,136336,674,64,102,212,566,1467,3369,1802,58,3883,7,182,1793,27451,824,1006,4024,59693,520,14649,28,2,8,412,91,1003
479,5395,510,293091,14505,91,50,135,31395,2211,30553,66292,4787,463,31,97,185174,56,109843,134415,656,67,104,191,543,1475,3257,1608,42,4079,8,157,1819,27360,786,953,4086,59875,458,14723,13,0,6,379,124,1162
480,5320,510,294541,14827,58,47,162,32006,2085,30883,67144,5032,498,38,115,184497,47,109354,134025,649,54,82,252,579,1455,3459,1684,57,4041,5,173,1814,27967,797,1097,4022,59703,527,14651,24,5,11,397,131,1019
481,5387,550,294944,14190,79,41,157,31665,2090,30472,66683,4819,502,49,123,185734,43,108998,134564,679,37,110,230,564,1524,3408,1675,52,4125,17,192,1792,27805,754,973,4014,59601,550,14721,16,1,8,407,85,1034
482,5325,509,293692,14373,82,41,198,31220,2218,30455,66984,5003,486,47,103,184187,34,108776,135732,681,45,125,210,534,1502,3311,1714,79,3916,6,170,1741,27585,747,1087,3948,59426,532,15005,18,2,6,375,106,1060
483,5334,549,293110,14694,73,32,164,31698,2169,30709,66861,4970,491,28,134,185271,40,109026,134099,621,61,101,201,590,1458,3246,1668,81,3933,5,178,1715,27816,729,1092,4139,59066,463,15066,14,3,10,395,145,984
484,5330,486,293784,14745,58,42,166,31178,2107,30978,66918,4713,477,29,91,184574,33,109015,134210,691,61,119,204,552,1527,3234,1780,51,3932,18,172,1790,27784,830,972,4243,59563,578,14833,22,7,9,433,131,1038
485,5185,435,293698,14552,64,37,145,31781,2121,30790,67087,4795,536,44,102,184857,36,109301,134740,682,60,91,193,593,1416,3181,1557,46,4067,3,188,1828,27750,709,1074,3995,59568,486,14873,21,4,6,391,117,1039
486,5402,493,293629,14275,67,39,130,31803,2064,30930,66319,4864,515,31,74,185207,44,108383,134303,691,51,100,274,517,1455,3431,1697,54,3871,5,152,1716,27466,756,1089,4158,59138,572,14826,12,3,10,509,111,979
487,5286,490,295109,14890,72,42,144,31643,2111,30470,66832,4740,487,21,103,185884,40,108891,134747,680,59,103,163,512,1503,3584,1697,58,3992,5,216,1841,27399,743,1064,4109,59120,509,14698,17,2,7,425,128,1038
488,5386,502,295068,14512,77,21,143,31332,2208,30724,66614,4937,446,38,93,184385,42,109151,135222,639,67,106,191,571,1470,3196,1696,50,3938,8,146,1797,27296,777,990,4016,59055,521,14935,31,5,4,381,126,1058
489,5395,514,292184,14717,64,39,155,31592,2118,30519,66458,4856,456,34,118,186241,33,109369,135052,648,61,108,177,576,1395,3351,1615,62,3949,9,151,1902,27667,760,1032,4019,59425,530,14760,21,10,8,467,107,1076
490,5314,544,293124,14747,74,28,170,32010,2170,30862,66538,4710,484,30,111,185296,50,108837,134773,707,45,96,241,579,1554,3439,1642,83,4008,24,178,1800,27772,815,986,4168,59417,557,14813,16,3,12,385,129,1023
491,5359,576,293536,14585,60,45,115,31288,2086,30438,66902,4969,481,40,98,184521,41,108462,134460,691,63,115,200,581,1471,3285,1766,72,4008,6,231,1749,27772,793,1028,4225,59464,538,14775,10,6,14,409,162,1117
492,5241,527,293248,14489,61,40,163,31412,2100,30941,67005,4956,443,26,109,183941,25,109014,135229,627,85,93,197,559,1504,3477,1645,70,3968,5,192,1759,27629,805,1062,4196,59001,526,14886,15,3,4,374,117,1082
493,5373,520,294142,14514,60,43,143,31566,2137,30556,67173,4846,452,46,106,185695,35,108883,134345,690,62,121,207,569,1428,3435,1822,47,3967,6,207,1738,27485,777,1028,4137,58964,558,14945,18,5,11,423,105,1068
494,5215,485,293043,14896,74,38,131,31473,2182,30780,66801,4709,481,21,108,184971,33,108814,134187,711,62,122,188,590,1517,3452,1697,66,4028,10,175,1764,27455,821,987,4098,59236,463,14889,13,2,5,445,111,1045
495,5464,504,292303,14647,76,44,126,31519,2034,30102,66771,4978,443,28,127,184111,41,109939,135102,587,51,104,208,566,1478,3344,1733,64,3863,3,175,1749,28208,710,1088,4181,58846,495,14962,19,5,7,418,88,1015
496,5400,548,294384,14586,81,41,136,31926,2127,30754,66912,4762,454,32,99,185394,22,109130,134733,617,42,128,183,602,1467,3420,1724,68,4010,6,164,1819,27387,771,1024,4267,58838,583,14471,26,2,14,393,107,1054
497,5443,469,293310,14637,70,27,135,31135,2056,30351,66412,4894,508,35,97,185516,28,109031,134490,673,50,112,231,565,1565,3356,1706,74,4075,11,185,1729,27933,771,1053,4259,59337,484,15029,24,1,7,444,100,1100
498,5452,482,291863,14727,93,29,135,31784,2097,30840,67118,4941,487,31,99,184536,38,108758,134697,681,46,99,184,555,1498,3327,1674,56,3904,4,147,1745,27495,800,1101,4037,59990,536,14809,20,4,10,443,100,1065
499,5346,501,292406,14633,65,36,140,31635,2036,30649,66083,4956,503,42,112,183911,38,109739,135010,760,40,75,210,507,1563,3355,1678,57,4037,7,177,1821,27377,719,1111,4109,59346,537,14751,17,7,10,428,117,1042
500,5713,529,292701,14461,74,45,137,31597,2171,30532,66036,4890,472,33,99,184619,36,108787,134820,649,58,140,196,535,1445,3248,1577,61,4057,12,169,1750,27755,756,1056,4067,59883,591,14965,34,10,14,415,132,1082
