seed,,5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE
118,5332,528,294517,14502,72,41,139,31860,2195,30578,66044,4944,497,35,94,185973,23,109291,133276,694,59,110,198,515,1508,3432,1681,45,3938,12,184,1798,27614,792,1013,4208,59252,615,14699,10,3,11,414,106,1062
119,5352,522,293703,14797,92,41,165,31651,2149,30942,66359,4908,468,20,100,184532,51,108958,134229,664,45,100,215,582,1645,3343,1624,56,3960,11,148,1808,27853,801,945,4024,59551,553,14495,6,5,5,409,95,1039
120,5248,594,294420,14497,50,42,145,31429,1967,30781,66783,4996,499,32,108,185220,37,108829,134612,705,72,140,199,574,1469,3320,1619,48,3923,8,153,1820,27399,767,1016,4255,59513,559,14762,5,5,5,429,123,997
121,5184,450,293653,14406,84,53,129,30929,2185,30702,66465,4856,463,37,87,185198,50,109320,135025,746,60,119,183,540,1535,3473,1622,64,4030,6,176,1811,27906,789,1056,4237,59600,560,15211,17,1,12,446,125,1116
122,5340,510,293482,14545,85,27,152,31460,2082,30647,67071,4945,519,30,87,184887,48,109392,133799,673,54,105,217,565,1470,3504,1654,81,4039,7,193,1767,27779,790,1049,4123,59234,562,14913,22,5,5,379,97,1019
123,5265,451,293168,14452,66,32,140,30968,2209,30121,67128,4783,461,20,95,185228,37,110163,134448,652,63,95,154,558,1375,3368,1672,66,3933,10,175,1751,27868,802,1029,4092,58802,524,14947,12,0,16,428,106,1027
124,5398,503,293574,14159,77,46,132,31569,2230,30287,67033,4784,500,49,95,185447,38,109893,134694,648,60,109,225,514,1662,3353,1704,52,3856,4,143,1760,27373,836,986,4019,58973,562,14728,29,5,12,412,126,1082
125,5325,501,294077,14369,65,28,159,31528,2212,30499,66698,4878,459,21,100,184470,49,108230,134255,751,51,122,201,602,1522,3283,1720,50,4056,4,189,1728,27674,779,1003,4060,58602,542,14881,20,2,11,431,100,949
126,5470,484,293568,14835,135,32,182,31565,2215,30695,67164,4965,462,32,109,184316,28,108934,134637,693,69,97,222,495,1563,3246,1659,49,3727,14,186,1747,27583,747,996,3912,59324,513,14964,26,4,5,427,108,1034
127,5256,577,295290,14614,89,29,175,31217,1958,30921,67135,4659,526,53,100,185503,48,110343,134594,609,54,88,202,460,1519,3302,1695,45,4012,5,160,1795,27436,816,1068,4158,58592,552,14719,8,8,11,393,107,1062
128,5340,567,293671,14714,85,22,129,31120,2111,31211,66394,5168,512,39,111,184582,38,109029,134843,662,48,97,226,533,1511,3300,1677,60,3915,4,180,1744,27418,732,1069,4194,58936,543,15129,15,7,7,422,114,1039
129,5510,513,292764,14506,77,26,142,31869,2141,30098,66402,4913,454,27,106,184879,29,109697,135207,637,57,115,170,561,1443,3380,1721,41,3886,12,158,1863,27560,767,1057,4078,59923,526,14997,18,2,12,374,111,1017
130,5348,492,293682,14536,68,43,163,31950,2064,30819,67221,4822,448,37,103,185277,41,109418,134779,669,42,110,226,585,1526,3406,1652,58,3858,3,181,1684,27413,782,1066,4186,59946,530,15153,15,3,9,440,89,1031
131,5190,564,294720,14796,56,30,141,31727,2151,30566,67758,4968,491,37,76,185812,45,108841,133891,612,71,121,215,568,1452,3336,1734,64,3950,10,196,1788,27631,767,1021,3990,59649,494,15005,20,1,8,402,104,978
132,5336,470,292026,14734,68,49,181,31256,2165,30680,66698,4909,432,43,122,185163,45,109395,135031,687,57,91,195,572,1518,3300,1675,63,4062,14,189,1701,27616,781,934,4164,58950,544,14708,16,2,6,449,142,1006
133,5222,478,292670,14201,64,26,208,31999,2081,31352,66858,4941,470,38,87,185103,33,109313,134766,698,57,97,193,538,1587,3199,1672,45,4020,7,186,1844,27806,756,1015,4140,59079,501,15022,11,2,20,428,100,1078
134,5386,522,292280,14432,90,48,135,31293,2093,30649,66041,4943,548,24,116,185552,35,110389,134442,642,45,92,221,534,1447,3405,1632,61,4021,18,208,1824,27700,771,953,4061,59472,580,14873,9,5,15,427,107,1088
135,5431,553,293613,14355,71,19,163,31719,2183,30615,66752,4810,472,32,104,185752,30,109671,133514,658,62,111,213,500,1623,3361,1689,85,4061,10,174,1787,27671,745,1069,4277,59264,504,14683,17,0,13,423,102,1022
136,5216,534,295298,14386,69,31,135,31541,2002,30024,66796,4983,528,42,108,186430,27,109312,134343,777,68,102,187,513,1516,3334,1664,56,4010,7,182,1712,27714,724,1116,4037,59334,575,14696,26,4,13,422,102,1020
137,5229,500,293989,14401,74,51,169,31171,2040,30600,66572,4956,480,25,96,186103,20,109446,134525,664,43,101,201,512,1474,3357,1756,75,4132,12,137,1695,27717,782,998,4173,59346,518,14881,20,4,9,430,93,1016
138,5182,514,293786,14637,62,32,161,31183,2015,30431,66775,5012,452,36,107,185111,43,109180,133845,672,57,120,195,547,1529,3354,1714,59,3680,14,211,1929,27701,845,1046,4233,59495,575,14587,22,1,17,444,114,1051
139,5227,467,291644,14374,80,38,148,31148,2062,30665,66439,4929,472,40,107,184804,41,109173,134697,675,63,74,232,588,1478,3320,1728,68,4071,10,158,1756,27871,748,1032,4167,59400,558,15024,25,3,2,405,119,1019
140,5340,477,294075,14465,89,37,156,31120,2044,30565,66164,4783,460,29,113,184674,38,108771,134490,711,61,104,197,542,1507,3246,1650,47,3964,13,140,1750,27440,805,1058,4171,58864,520,14606,22,3,9,422,118,1111
141,5349,560,295356,14503,78,53,194,31380,2179,30574,66634,4845,503,22,98,184269,35,110021,134877,703,65,74,176,559,1441,3446,1670,45,3939,4,186,1765,27702,825,1093,4227,58951,536,14778,13,6,6,415,109,1043
142,5408,504,295032,14328,80,33,148,31938,2095,30220,66929,4977,477,19,76,186681,29,108940,134835,695,54,110,215,542,1471,3429,1640,90,3972,8,186,1770,27913,862,1088,4217,58764,552,14758,11,4,16,386,91,1072
143,5214,467,293431,14393,79,49,156,31328,1956,30267,66578,4778,493,39,102,184018,34,109204,134499,642,75,92,214,566,1434,3455,1753,53,3980,11,172,1877,27739,724,1019,4038,59401,540,14937,16,2,7,382,129,1066
144,5376,523,293949,14622,73,45,153,31098,2140,30621,66959,4728,521,35,101,183932,31,108516,134209,712,68,123,203,568,1549,3437,1652,44,4004,7,191,1834,27527,784,1084,4184,59064,515,14817,10,5,4,416,136,1074
145,5377,533,293043,14856,76,53,155,31613,2174,30696,66407,4908,477,34,96,185509,29,109228,134237,699,63,122,211,505,1574,3360,1689,71,3817,13,191,1723,27752,756,1044,4181,59182,532,15026,20,5,4,433,107,1019
146,5384,469,293331,14596,79,43,152,30837,2178,30625,66826,4909,480,26,107,184744,62,108733,134813,619,56,124,190,533,1550,3274,1705,68,3929,5,145,1821,27706,704,998,4180,59077,522,15036,18,8,5,443,103,1038
147,5352,492,294389,14463,101,39,147,31262,2293,30869,67056,4862,490,30,122,184986,42,109845,134558,687,42,118,204,558,1317,3419,1597,62,3716,11,179,1883,27665,759,1093,4150,60117,574,14867,16,3,10,352,160,1150
148,5188,495,291906,14589,70,42,126,31376,2081,30747,66190,4889,468,39,111,185809,35,109874,134381,628,60,112,205,595,1488,3332,1614,66,3846,13,212,1783,27225,771,1046,4008,59426,521,14888,28,3,7,411,117,1052
149,5313,538,293773,14764,82,33,156,31731,2209,30108,66541,4962,450,30,87,185478,23,109114,133733,692,86,131,190,603,1475,3377,1746,42,3966,6,180,1861,27748,799,1129,4087,59345,569,14430,22,7,13,450,120,939
150,5385,512,294546,14470,79,46,160,31707,2104,30781,66972,4845,445,34,122,186605,31,109399,134679,650,40,103,209,587,1422,3382,1744,47,3929,6,191,1856,27794,828,1032,4198,58486,587,14584,25,4,10,447,107,1046
151,5301,553,293056,14483,83,47,130,31477,2168,30875,66087,4645,478,28,123,185241,50,109734,135165,688,56,115,214,502,1463,3303,1739,54,3910,14,186,1778,27473,788,983,4184,59265,497,14834,20,9,4,376,107,989
152,5270,484,293686,14337,60,32,150,31197,2066,30646,66621,4962,458,40,91,184972,47,108759,135003,648,86,100,192,574,1509,3265,1643,56,3918,3,172,1767,27602,768,1040,4069,59558,531,14974,11,5,11,415,143,1115
153,5275,484,291469,14835,81,29,148,31475,2106,30746,66341,4974,467,46,96,184150,58,109807,135692,631,50,95,196,526,1447,3357,1631,81,3999,6,200,1738,27719,785,1084,4115,59339,496,14905,19,5,8,408,118,1071
154,5346,575,294824,14673,79,52,136,31680,2066,30902,66860,4729,466,30,90,184549,50,109400,134829,624,69,112,204,600,1506,3312,1635,67,3912,9,169,1808,27038,753,1125,4197,59462,503,14723,13,5,10,397,130,1011
155,5353,566,292863,14499,125,55,156,31188,2124,30676,66610,4821,435,35,87,185305,41,110229,134153,661,54,149,241,591,1510,3285,1779,54,3961,12,174,1767,27825,808,1032,4140,59334,559,14627,15,1,13,418,121,1093
156,5287,512,294246,14548,76,32,165,31518,2056,30979,66737,4786,493,43,83,185951,37,108993,134856,677,60,111,211,545,1496,3332,1720,71,3974,11,180,1725,27749,780,1062,4109,59695,524,14721,15,7,9,396,103,1051
157,5292,532,294629,14537,79,47,147,31586,2241,30822,66637,4948,486,37,86,184627,48,108508,133977,666,28,101,241,516,1438,3452,1654,59,3861,7,238,1763,27430,778,1047,4171,59148,548,15126,26,10,10,414,86,1003
158,5406,539,294135,14500,65,33,125,31923,2012,30790,66330,4964,452,31,95,184555,42,108717,133975,712,69,101,229,569,1473,3320,1647,54,4007,4,193,1789,27160,773,1021,4050,59701,519,14844,19,9,10,372,138,1110
159,5229,494,294079,14429,81,27,146,31615,2086,30569,66561,4837,542,31,100,184497,59,108658,134537,626,54,95,221,576,1573,3350,1717,41,3866,10,169,1791,27702,773,1050,4040,59098,590,15059,26,11,4,432,126,1030
160,5368,478,294293,14667,72,37,150,31246,2072,30905,66568,4746,483,32,76,184833,50,109693,134740,681,67,113,208,519,1507,3258,1805,59,3997,2,162,1765,27686,778,970,3963,59146,482,14896,24,6,9,422,107,982
161,5151,568,294295,14399,77,49,143,31118,2182,30617,66499,4783,443,28,108,185688,41,108410,134147,706,62,88,228,500,1480,3340,1655,83,3881,12,187,1805,27877,726,1071,4108,60172,520,14778,23,2,4,460,113,1111
162,5328,534,292370,14645,91,35,150,31824,2118,30801,66848,4761,491,28,114,186150,54,108939,135806,609,67,85,224,576,1557,3427,1633,55,3920,17,168,1739,27936,723,1046,4188,58629,516,14643,16,5,9,381,110,1036
163,5396,534,292934,14618,63,52,157,31744,2039,30747,66945,4938,491,18,78,184997,40,108640,135153,620,53,100,214,503,1472,3331,1674,49,3996,6,184,1781,27183,860,1034,4071,58911,572,14641,18,4,17,394,124,1108
164,5413,518,294563,14285,48,55,153,30841,2230,30517,66878,4995,512,33,140,184575,37,109465,134469,697,57,72,180,598,1466,3349,1697,77,3858,8,165,1730,27486,808,1186,3911,59401,444,14977,16,1,12,389,126,1010
165,5329,513,294734,14549,80,47,127,31217,2060,30781,67048,4777,526,44,111,183843,35,109547,134444,625,38,134,208,534,1491,3227,1643,48,4036,10,164,1762,27322,753,1057,4083,58932,510,14987,24,8,9,385,125,997
166,5536,583,293973,14663,54,27,169,31080,2254,30207,66941,4840,483,35,102,184605,33,108983,134765,648,60,83,205,573,1481,3378,1739,77,4052,10,150,1843,27586,734,1109,3935,59455,570,14915,20,6,12,422,103,1074
167,5294,487,294349,14429,63,43,149,31716,2137,30961,66982,4816,553,53,105,184591,42,109201,134529,574,62,97,181,581,1421,3433,1631,45,4041,6,203,1723,27425,801,1036,4156,59437,554,14541,18,7,8,366,164,1039
168,5197,529,293548,14858,90,36,176,31780,2291,30740,66660,4738,410,54,117,185171,36,109378,134621,684,54,83,204,574,1476,3486,1742,67,3885,9,183,1797,27786,764,1038,3922,59399,564,15019,18,9,8,421,109,1083
169,5375,490,294435,14450,68,54,123,31346,2134,30597,66562,4790,427,39,131,184803,43,108693,134803,739,50,98,212,549,1585,3272,1687,53,3954,8,188,1797,27145,760,1091,4110,59142,523,14702,23,1,18,370,104,1051
170,5292,428,293537,14596,69,47,165,31403,2013,30832,67211,4788,470,44,89,184712,37,108888,134609,662,64,86,195,534,1516,3431,1606,54,4004,11,183,1714,27896,742,978,4123,59395,531,14952,22,4,8,404,142,1025
171,5479,511,293736,14534,71,24,151,31252,2091,30722,67144,4775,554,32,146,184687,25,109495,134633,703,64,106,206,578,1357,3490,1658,65,4088,5,170,1784,27187,816,1000,3999,58863,521,14832,13,1,16,351,111,1107
172,5382,534,292752,14843,75,45,144,31501,2097,30664,66196,4896,416,28,84,184869,37,109777,134773,644,61,87,196,583,1518,3456,1610,61,3945,9,190,1782,27558,766,1024,4236,59143,531,14576,21,5,17,395,111,1040
173,5373,463,293021,14776,71,32,180,31591,2136,30792,66745,4739,453,36,115,184713,46,109496,133224,612,64,106,162,542,1515,3317,1626,29,4053,9,158,1764,27574,734,1027,4133,59512,534,14376,16,4,5,416,131,1022
174,5267,507,292503,14337,90,45,158,31213,2182,30928,66237,4834,477,27,88,184640,39,109368,135326,656,53,110,207,559,1505,3346,1708,43,3940,25,166,1736,27352,753,1042,4063,59443,555,14796,22,13,7,442,97,1035
175,5301,516,293299,14525,83,55,155,31268,2088,30384,66844,4644,441,32,123,184929,36,109111,134954,770,67,121,202,615,1527,3490,1716,51,3965,12,163,1852,27660,757,976,4068,59419,557,15121,18,2,15,393,90,1079
176,5139,467,293500,14578,85,25,144,30783,2079,30573,67068,4892,558,28,119,185139,41,109557,134254,626,66,97,222,565,1475,3334,1678,53,3914,15,148,1801,27501,794,1211,3893,58783,547,14826,18,4,7,429,109,1020
177,5369,529,293090,14371,73,27,110,31560,2088,30277,66868,4846,438,34,90,184993,59,108940,134879,713,60,100,221,567,1549,3330,1602,45,3907,13,217,1729,27666,764,1070,4218,59819,511,14487,26,14,6,365,116,1058
178,5354,501,294239,14521,78,36,152,30908,2090,31043,66674,4687,529,20,104,183493,33,108758,134745,688,39,119,201,537,1495,3443,1588,44,3912,2,195,1779,27467,807,992,4250,59236,543,14913,16,4,4,426,128,1094
179,5291,533,292994,14570,61,61,124,31426,2126,30733,67067,4860,522,39,96,184781,29,110687,135432,719,71,117,180,625,1397,3381,1666,52,3936,13,192,1751,27577,754,1050,4222,59303,461,14567,12,0,7,428,130,1139
180,5213,486,294210,14774,64,28,177,31320,2135,30871,66906,4891,475,22,99,185850,32,108946,134527,669,56,106,243,539,1467,3370,1579,36,4013,8,186,1635,27623,752,1070,4202,59295,503,14883,19,2,15,427,152,1092
181,5353,567,293959,14526,77,39,132,31871,2182,30642,66950,5112,554,39,111,185677,26,109162,133902,585,49,109,175,583,1555,3254,1725,81,3913,13,189,1698,27531,779,1046,4138,59440,526,15185,30,4,9,420,132,1094
182,5367,567,294155,14783,83,40,142,31400,2133,30971,66826,4752,489,49,72,185482,53,109248,134243,730,62,104,186,536,1545,3313,1669,50,3901,6,185,1863,27661,757,1087,4135,58647,505,15007,15,4,13,409,116,1042
183,5395,599,292151,14858,58,30,145,31534,2152,30595,66356,4979,457,25,99,185916,18,108640,133197,648,62,104,224,509,1407,3280,1782,65,3974,19,195,1693,27945,745,991,4034,59831,539,14694,9,5,9,408,100,1047
184,5320,562,294541,14237,57,37,192,31429,2009,30706,66579,4817,462,35,99,184486,46,110252,134467,676,44,115,206,527,1437,3428,1640,76,4022,6,211,1748,28048,714,1076,4055,59146,491,15165,15,20,12,386,123,1101
185,5376,499,293356,14455,96,38,166,31790,2205,30332,66631,4897,512,40,102,185351,46,109971,133554,631,77,95,231,571,1479,3175,1654,58,3943,8,178,1806,27254,787,1059,4117,59717,514,14474,19,4,11,422,88,1082
186,5215,514,292815,14493,59,30,134,31268,2154,30568,66793,4838,477,29,99,185189,38,109073,135415,684,72,107,219,563,1423,3420,1641,62,4050,13,151,1839,27562,749,1009,4239,59464,518,14852,22,7,6,351,113,981
187,5282,453,293767,14547,87,44,129,31179,2123,30412,67278,4989,517,44,114,184165,59,109417,134323,654,67,93,187,562,1432,3322,1708,36,3882,6,173,1709,27793,784,1015,3988,58581,576,14773,7,6,10,408,119,1017
188,5442,468,294756,14317,80,42,171,31282,2064,30165,66951,4852,499,33,90,184329,53,109208,134836,673,62,108,202,581,1489,3345,1679,65,4033,16,209,1765,27630,767,1023,4048,60042,451,14687,23,6,9,399,99,1047
189,5518,519,292965,14509,58,35,156,31145,2273,31131,66505,4773,469,26,108,186173,25,109430,135429,684,81,104,213,588,1484,3343,1686,50,4027,6,202,1811,27663,786,1099,4009,59440,551,14559,23,2,9,413,95,1026
190,5313,600,292165,14418,75,39,143,31371,2181,30600,66663,4805,457,34,90,185955,34,109605,134001,678,61,87,228,532,1463,3298,1793,51,3923,14,165,1868,27507,779,1027,4228,59376,539,14859,20,2,3,372,117,1060
191,5290,527,291591,14707,70,35,134,31289,2142,30536,66299,4776,482,29,112,185368,42,109534,135152,658,47,91,205,611,1477,3357,1717,44,3889,11,142,1807,27731,785,1052,4097,59599,474,14833,22,1,11,450,111,1044
192,5121,525,293431,14571,86,29,164,31362,2101,30880,67501,4882,486,38,100,185882,31,110235,134473,659,67,116,188,542,1470,3404,1724,50,3883,5,207,1828,27705,794,1015,4025,58320,522,14412,15,7,11,436,156,1009
193,5235,506,293187,14602,78,35,164,31801,2121,30554,67470,5027,464,42,122,184884,55,109280,135104,707,36,92,191,537,1561,3453,1725,77,4022,10,203,1791,27673,822,1004,4014,59737,538,15187,23,4,10,387,139,1108
194,5313,470,294372,14850,71,31,136,31681,2130,30784,66956,4825,464,37,88,185705,35,109432,134963,678,53,103,217,525,1493,3484,1655,50,4000,12,167,1819,27424,756,988,3920,59515,551,14916,24,2,13,372,118,1013
195,5404,501,293205,14435,82,70,155,31302,2175,30821,66647,4794,524,31,106,185548,30,109573,134162,736,50,103,168,521,1481,3322,1697,75,3944,7,192,1738,28141,727,1007,4062,59240,542,14827,14,8,4,475,124,1062
196,5372,524,293169,14484,85,42,144,31639,2047,30506,66477,4856,411,32,120,185006,41,107892,135415,685,60,116,155,597,1441,3242,1725,36,4010,5,231,1857,27672,785,1060,4257,59253,584,14603,17,7,4,434,101,1065
197,5227,500,295081,14427,98,46,121,31197,2079,30855,66910,4962,513,44,68,184598,31,108962,134244,681,62,107,212,581,1516,3266,1731,62,3956,7,174,1784,27867,841,979,4215,59506,531,14561,19,6,3,393,99,1135
198,5345,552,293818,14592,81,46,158,31795,2085,30482,67405,5020,508,20,86,184679,39,109266,134386,646,49,98,209,566,1586,3331,1774,67,3907,10,157,1761,27369,803,1026,3961,59611,560,14696,18,1,19,440,123,1092
199,5307,542,293012,14576,62,34,150,30987,2112,30888,66943,4738,485,23,118,184489,50,109584,135436,718,60,116,222,621,1477,3418,1732,65,4031,5,132,1793,27475,777,1004,4046,59455,536,14745,24,11,7,401,100,1055
200,5350,532,293907,14559,75,33,130,31587,2022,30185,66992,4700,494,26,95,186347,40,109028,135130,684,55,121,227,576,1516,3197,1650,50,4112,7,180,1754,27654,727,1046,4174,59104,536,15054,16,3,8,448,133,1033
201,5438,524,293922,14282,84,38,157,31620,2162,30923,66763,4693,492,46,101,184929,43,109833,134192,660,80,92,192,552,1451,3264,1718,53,3919,7,175,1824,27757,810,1146,3898,59086,551,14638,16,8,9,422,106,1056
202,5182,475,294590,14488,75,56,140,31171,2178,30636,66633,4822,435,37,93,185958,41,109286,134834,633,77,137,230,506,1486,3368,1716,56,3954,9,165,1710,27659,766,1006,3982,59479,546,14876,23,6,7,421,153,1050
203,5300,543,293348,14488,80,27,116,31243,2192,30678,66510,4763,459,47,79,185482,63,108960,134045,736,42,139,165,546,1573,3434,1613,65,4000,3,155,1813,27502,752,1022,4191,59571,485,14875,24,3,12,411,119,1131
204,5250,506,293355,14743,90,34,135,31143,2258,30744,66470,4665,528,29,110,184883,51,109485,133764,677,49,103,200,551,1481,3520,1594,42,3945,8,159,1712,27790,776,1013,4151,59912,550,15022,13,3,15,386,141,1001
205,5293,526,293575,14603,69,23,177,31696,2124,31013,66834,4950,441,31,116,184581,40,109240,134268,683,61,134,193,546,1571,3519,1610,68,4060,10,185,1679,27558,694,945,4119,58993,548,14924,12,8,12,386,94,1020
206,5441,531,293851,14501,108,36,127,31398,2207,30823,66593,4975,437,29,125,185197,32,108489,134695,678,53,105,178,568,1455,3392,1752,56,4050,11,195,1820,28028,816,1038,3941,59478,519,14780,21,4,7,394,92,1055
207,5309,584,293886,14288,73,31,145,31306,2108,30778,66858,4957,522,26,103,184770,53,110246,134464,651,34,109,213,591,1488,3370,1646,58,3871,10,180,1774,27487,773,949,4043,58660,556,14622,12,5,6,400,130,1030
208,5327,499,293075,14663,51,40,161,31581,2128,30416,66637,4984,467,39,111,184483,57,108538,134327,699,62,96,213,507,1509,3380,1765,63,3826,8,184,1810,27705,773,1011,4198,59346,616,14722,28,2,5,367,116,993
209,5410,553,291008,14690,65,34,133,31493,2066,30576,67079,4908,446,31,121,184249,38,108953,134731,714,51,112,225,518,1509,3458,1698,68,3825,8,211,1731,27494,814,963,4070,59295,554,14838,21,0,7,395,106,1001
210,5241,482,292189,14109,63,43,152,31808,2200,30307,67138,4895,461,35,107,184670,43,109596,134507,691,46,110,245,541,1462,3429,1665,44,3916,4,192,1788,27909,855,1003,4036,60048,501,14889,19,4,9,377,128,1062
211,5323,503,293976,14514,71,36,140,31290,2224,30294,67490,4991,506,33,103,185969,52,108861,134359,673,55,100,216,570,1451,3419,1649,54,3995,9,163,1842,27926,832,1126,4234,59642,552,14825,16,6,4,451,116,1031
212,5253,482,293934,14548,88,43,144,31230,2112,30679,66630,4951,491,20,83,185580,32,109371,134077,737,59,112,208,546,1451,3459,1794,57,4038,12,185,1850,27187,785,1027,4173,59850,613,14792,26,4,13,404,118,1021
213,5270,585,294151,14669,72,29,161,31390,2246,30661,66399,4755,526,47,112,185141,61,109099,134620,630,55,98,195,579,1385,3311,1686,63,3898,8,206,1749,27604,821,978,4087,58954,522,14908,14,9,14,430,116,996
214,5428,484,294117,14344,80,45,142,30915,2140,30414,66723,4656,518,21,103,184172,47,109392,135044,634,50,113,231,530,1569,3221,1626,33,3857,9,187,1784,26845,770,1117,3936,59233,557,14704,20,7,6,371,90,1046
215,5430,527,293419,14616,68,44,140,31204,2127,30784,66472,4998,493,30,110,185035,41,109403,134671,707,48,92,169,526,1545,3433,1707,46,4037,12,167,1859,27250,827,1097,4124,59278,567,15092,23,8,5,501,103,980
216,5289,472,293064,14779,84,41,125,31106,2095,31023,67241,4922,497,24,101,185883,40,108911,134530,665,54,104,185,556,1418,3508,1726,47,3929,5,185,1731,27790,794,1033,4120,59462,554,14876,11,2,20,418,127,1108
217,5350,524,294367,14228,74,30,147,31371,2177,31016,66462,4750,514,27,119,184134,48,109063,134567,643,54,107,231,555,1346,3462,1670,47,3844,5,166,1880,27929,815,1038,4133,59823,538,14391,27,3,7,404,114,1128
218,5338,537,292059,14384,71,28,149,31319,2038,30293,66773,4864,448,32,116,185296,70,109270,135700,718,61,121,156,574,1565,3395,1835,49,3833,10,166,1834,27377,730,1063,4109,59234,642,14836,19,3,15,400,118,1061
219,5300,486,293774,14610,81,31,147,31411,2120,30579,67179,4824,488,24,121,185300,34,108452,134357,700,58,130,220,588,1533,3414,1689,73,3949,12,190,1791,27474,763,1134,4177,59608,562,15218,21,14,7,367,99,1090
220,5196,555,293921,14663,79,34,174,31574,2105,30745,66362,4826,515,27,116,185286,41,109420,133300,718,59,127,216,528,1548,3408,1659,58,3971,11,191,1801,27210,782,1078,4186,59383,534,14711,23,4,6,425,135,1098
221,5254,501,294557,14700,76,42,123,31589,2130,31044,66559,4887,509,37,77,184805,29,109275,135040,675,56,110,221,572,1466,3262,1657,63,3962,5,171,1771,27779,778,1063,4048,59289,507,14836,22,2,6,393,114,1016
222,5391,526,293562,14618,84,39,127,31673,2226,30559,66497,4753,523,36,124,184978,39,109290,134690,715,53,82,193,488,1523,3344,1717,62,3967,23,166,1814,27629,802,1073,3959,59781,578,14651,20,2,10,403,113,1098
223,5371,523,292999,14600,62,33,146,31198,2171,30043,67230,4718,523,26,118,184939,30,109060,135484,629,55,118,217,517,1474,3237,1642,70,3958,18,184,1781,27265,727,998,4132,59769,522,14425,17,9,9,455,118,1057
224,5405,528,291732,14451,74,38,129,31108,2030,30513,66254,5007,477,33,90,185915,28,109293,134661,685,58,79,196,605,1475,3276,1634,52,3872,2,185,1723,27514,773,1031,4124,59605,530,14730,17,5,5,445,120,1031
225,5253,475,293987,14603,78,42,151,31610,2179,30676,66193,5012,561,21,124,184463,42,109839,133908,683,66,132,204,593,1464,3336,1674,57,3874,6,165,1801,27802,793,956,4079,59364,547,14606,7,2,20,407,114,1014
226,5349,463,294133,15052,83,43,143,31164,2032,31263,66980,4854,494,27,78,184351,58,108531,135355,719,66,79,192,534,1503,3361,1632,67,3919,5,180,1880,27360,764,1075,4184,58756,536,14833,14,9,9,367,91,985
227,5139,472,293010,14355,72,40,160,31159,2070,30377,66394,5009,443,24,87,185061,41,109274,134632,681,58,89,229,537,1448,3388,1686,66,3986,7,208,1877,27246,741,1012,3943,59739,504,15032,12,3,10,433,142,1002
228,5270,481,293125,14809,60,35,145,31607,2057,30369,66897,4870,486,26,84,185988,39,109030,134438,657,57,83,201,537,1504,3326,1635,52,3960,11,153,1779,27624,768,1085,3970,59003,549,14932,6,7,8,441,98,1062
229,5475,523,294454,14308,76,27,156,31755,2174,30267,66533,4840,494,36,92,185396,37,109415,134307,700,59,106,190,578,1583,3536,1662,41,3905,8,157,1726,27616,827,1003,3954,59015,575,14921,16,7,13,390,113,956
230,5277,569,293131,14589,95,27,176,31854,2076,30332,66745,4726,485,25,116,184626,39,109443,133660,656,47,96,183,590,1445,3363,1586,55,3966,12,181,1722,27476,858,1046,3965,59441,556,14740,14,2,7,424,120,1018
231,5248,504,295331,14732,94,33,138,31265,2133,31117,66765,4892,464,33,105,185897,48,109480,134690,688,55,119,200,515,1553,3329,1807,58,3884,14,195,1787,27197,778,1085,4040,59685,498,14915,20,1,13,417,92,1063
232,5284,480,294111,14131,86,34,113,31527,2162,31017,66586,4800,510,31,79,185635,28,109522,134583,701,57,104,231,589,1550,3396,1748,56,3820,13,183,1749,26855,741,1112,4004,58939,533,14832,11,4,12,403,130,1091
233,5328,537,293333,14730,71,42,139,31699,2168,30744,67057,4812,467,31,89,185615,44,109391,135092,658,71,94,217,584,1525,3349,1590,52,3902,2,177,1865,27796,784,1021,4185,59416,501,14689,15,7,17,392,115,1050
234,5431,528,293448,14414,63,43,129,31486,2150,30729,66948,4927,503,22,102,185203,50,109272,134534,654,73,128,219,579,1530,3353,1782,48,3918,13,197,1874,27809,719,1092,4090,60324,482,14919,19,6,10,451,118,1010
235,5427,548,292904,14229,76,46,177,31311,2152,30246,67098,4822,474,47,113,185830,39,108785,133585,627,77,98,175,530,1473,3377,1561,59,3984,7,215,1825,28030,799,995,4154,58989,516,15011,22,1,13,422,105,1101
236,5386,507,294319,14515,80,28,116,31586,2148,30349,67106,4858,528,54,98,185361,61,108737,133868,684,52,106,233,587,1559,3261,1607,46,3834,8,164,1773,27411,747,1130,4059,59134,574,14553,24,2,10,417,112,1018
237,5445,511,292684,14172,71,50,154,31388,2057,30509,66082,5048,491,40,118,183833,35,108731,134233,696,53,106,229,585,1487,3271,1782,62,4114,8,165,1780,27445,752,986,4082,58866,543,15203,14,3,4,428,130,1017
