subfamily_name,subfamily_name,subfamily_name.1,class_name,Observed_TEs_number,Total_TEs_number,Observed_Odds_Ratio,Enrichment_p_value,Enrichment_p_value_adjusted,Average_divergence_genes,Average_divergence_all,Observed_TEs_number_log,Total_TEs_number_log,Random_Odds_Ratio_Mean,Random_Odds_Ratio_SD,Random_Odds_Ratio_Quantile_Of_Observed,p_raw_empirical,p_raw_empirical_clamped,p_adjusted_empirical_bh,Status,OR_Observed_to_Random,Enrichment_p_value_adjusted_log,avg_weight,total_weight,node_degree,gene_number
L1MA8,L1MA8,L1MA8,LINE,867,6861,1.511646865985255,2.9806120957014252e-27,2.542417630885619e-26,143.24336793540945,151.19632706602536,2.9380190974762104,3.836387419326411,2.6733969200757794,0.1307138254925307,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.565440490573471,-25.594753108427373,0.006529939789253301,4.832155444047443,740.0,694.0
L1PA8,L1PA8,L1PA8,LINE,661,6369,1.2102224339292218,5.884539651508694e-06,1.7793727041466765e-05,78.88199697428139,77.84079133301931,2.82020145948564,3.804071248885661,2.588736149828119,0.1302252937751313,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.46749547419484033,-4.749733075861381,0.00670525627383056,4.821079260884173,719.0,561.0
LTR22C2,LTR22C2,LTR22C2,LTR,1,71,0.1492964468278176,0.019879628493528,0.0371436945280028,123.0,138.3943661971831,0.0,1.8512583487190752,1.6607954418289963,0.8511801598870217,0.994,0.012,0.012,0.0288757894736842,Significant,0.08989454273995406,-1.4301149009913623,0.002432533369683416,0.026757867066517574,11.0,1.0
L1PA15-16,L1PA15-16,L1PA15-16,LINE,51,719,0.7978866782009333,0.1284567270921906,0.1916789021754228,191.05882352941177,191.43115438108484,1.7075701760979365,2.8567288903828825,2.897486724022909,0.3983409320563232,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.2753719875869308,-0.7174256866682938,0.006121223724994934,1.3711541143988653,224.0,47.0
L1PA11,L1PA11,L1PA11,LINE,347,3043,1.3451082920229875,5.248857946954085e-07,1.7749836193397986e-06,98.55331412103746,104.41570818271444,2.5403294747908736,3.483301952358167,2.6232279553299094,0.1864816965090941,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.512768358270191,-5.750805650531795,0.006222251208710803,3.5840166962174225,576.0,295.0
L1MEd,L1MEd,L1MEd,LINE,1076,7526,1.7434151260078374,3.705830724385102e-56,5.1655664853319155e-55,262.7453531598513,268.5321551953229,3.0318122713303706,3.876564213983845,2.7920806393126765,0.1217922822743993,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.624414317215785,-54.28688204433542,0.006838095146681424,5.2584951677980145,769.0,828.0
L1M3,L1M3,L1M3,LINE,950,5340,2.2615565486049545,1.5224110790428205e-96,2.806638489267652e-95,182.3021052631579,183.6441947565543,2.977723605288848,3.727541257028556,2.661056488974192,0.1411468616222696,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.8498716799043825,-94.55181352332109,0.007117060835014351,5.437434477950964,764.0,756.0
L1MA7,L1MA7,L1MA7,LINE,697,5830,1.4190881162803386,1.0315917646438032e-16,6.238674005226809e-16,150.17073170731706,158.55231560891937,2.8432327780980096,3.765668554759014,2.661409989891834,0.1385652107877124,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5332091341319469,-15.20490770733807,0.006721053201201853,4.805553038859325,715.0,574.0
ERVL-E-int,ERVL-E-int,ERVL-E-int,LTR,586,4280,1.6578629150267663,1.0291221178829415e-26,8.58603343605987e-26,281.8174061433447,290.06915887850465,2.767897616018091,3.631443769013172,2.562859179971835,0.1529675459834466,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.6468802218953699,-25.0662074246071,0.006968945763125562,4.453156342637234,639.0,471.0
L1PA7,L1PA7,L1PA7,LINE,746,10091,0.8342703448382865,1.1264942430079351e-06,3.668327406718148e-06,65.98793565683646,68.40253691408185,2.8727388274726686,4.003934206173708,2.5887946846437067,0.1002647816463547,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.3222620742336337,-5.43553190948364,0.006523761591775584,4.840631101097483,742.0,634.0
L1M7,L1M7,L1M7,LINE,204,1642,1.482582632367386,4.670439854204804e-07,1.5887835575464558e-06,258.0,268.28928136419,2.3096301674258988,3.215373152783422,2.6282120148916475,0.2562811664435719,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5641031332202124,-5.798935263375251,0.006443781658435402,3.0736838510736866,477.0,172.0
L1PA14,L1PA14,L1PA14,LINE,238,2432,1.133673250962498,0.0670060210147491,0.1087896051418442,99.52100840336136,110.33018092105264,2.376576957056512,3.385963570600697,2.679986882160538,0.1985554897589745,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.42301447761138267,-0.9634125995386429,0.006168985405011272,3.0721547316956133,498.0,195.0
FLAM_C,FLAM_C,FLAM_C,SINE,7049,32847,2.855592946140396,0.0,0.0,168.07901830046816,176.1349286083965,3.848127510567875,4.516495710488137,1.511228211970881,0.0353487814159175,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.8895841961660114,-inf,0.007447635376862188,6.136851550534443,824.0,1436.0
L2b,L2b,L2b,LINE,15985,74761,2.8423441709620683,0.0,0.0,286.88176415389427,294.4814408582015,4.203712640607707,4.873675101850418,2.1187557137488717,0.0307247057794705,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.3415157549866368,-inf,0.007041517642943096,5.710670808426851,811.0,1436.0
MLT1H1,MLT1H1,MLT1H1,LTR,253,2794,1.04055105250814,0.5463580093870684,0.6310344181666367,255.0671936758893,262.39942734430923,2.403120521175818,3.446226401778163,1.6101432739305162,0.1298711564765698,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.6462474919812905,-0.19994695262242637,0.006590657329621629,3.1766968328776253,482.0,224.0
THE1B,THE1B,THE1B,LTR,1047,18847,0.6147140697220894,9.044775063870372e-61,1.2922722372504794e-59,115.88538681948424,119.50506711943544,3.0199466816788423,4.2752422305559,1.611094462561642,0.0501610871995443,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.38155060675008057,-58.88864598581372,0.007158056980919319,5.962661465105793,833.0,876.0
LTR64,LTR64,LTR64,LTR,61,258,3.2360200000059747,6.276897283847039e-13,3.105841383306132e-12,170.5737704918033,168.60852713178295,1.7853298350107671,2.41161970596323,1.6074049012509712,0.4293670462739447,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,2.0131953047346847,-11.507820727652497,0.004819333924270581,1.036156793718175,215.0,47.0
MLT1F2,MLT1F2,MLT1F2,LTR,410,4620,1.0177691748952409,0.7347788705837359,0.7975804834541407,230.20731707317077,236.60476190476192,2.6127838567197355,3.6646419755561257,1.6147806966751892,0.0967580796836508,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.63028321863818,-0.09822548161700416,0.006402428649560729,3.911883904881605,611.0,355.0
LTR33B,LTR33B,LTR33B,LTR,56,1208,0.5080225409975572,5.685268920236823e-08,2.123615155500225e-07,288.125,278.37831125827813,1.7481880270062005,3.082066934285113,1.5961802832223888,0.2036734773430961,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.31827391074644457,-6.672924183911672,0.006139599584505528,1.6822502861545148,274.0,54.0
MER65D,MER65D,MER65D,LTR,57,288,2.5787571933787943,6.299101811413969e-09,2.553146585264598e-08,200.6315789473684,205.29166666666663,1.7558748556724917,2.459392487759231,1.6374644131408682,0.4007792417478307,0.018,0.036,0.036,0.0748145454545455,Non-Significant,1.5748477784823458,-7.592924250082549,0.007324717690666725,1.4869176912053452,203.0,43.0
L1MA5,L1MA5,L1MA5,LINE,297,2448,1.4429912757230086,1.4204263859941973e-08,5.617810931458018e-08,145.3804713804714,148.68627450980392,2.4727564493172123,3.3888114134735234,2.6910293477057228,0.2195209687349503,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5362227940595491,-7.250432881155481,0.0062501749406864366,3.306342543623125,529.0,239.0
MLT1D,MLT1D,MLT1D,LTR,1317,14276,1.062091489606965,0.037963773679233,0.0656468885255118,207.7684130599848,211.5962454469039,3.119585774961784,4.1546065392836224,1.597109649558439,0.0558447309162231,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.6650084982584678,-1.1827858534012206,0.006852590129374464,5.673944627122056,828.0,1091.0
THE1D,THE1D,THE1D,LTR,691,11199,0.6872345776654297,7.025951964761496e-24,5.426123713325939e-23,118.36903039073806,122.85748727564962,2.8394780473741985,4.049179244645967,1.5973258790123932,0.0618055745973023,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.43024068331650545,-22.26551030873102,0.006623833721652615,5.000994459847725,755.0,595.0
AluYa5,AluYa5,AluYa5,SINE,561,4389,1.531576745814673,3.226329947617525e-19,2.2082006767226535e-18,50.51158645276292,37.21827295511506,2.748962861256161,3.642365580844973,1.529954196503869,0.0952034249087224,0.476,0.952,0.952,0.964659574468085,Non-Significant,1.0010605214943766,-17.655961461362658,0.00619825906861371,3.849118881609114,621.0,447.0
AluYk2,AluYk2,AluYk2,SINE,1663,10601,1.9444675885857856,1.3224635098546532e-117,2.561992867396388e-116,71.33613950691522,77.10546174889161,3.2208922492195198,4.025346834509827,1.5394967248093745,0.0664008597131495,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.2630540599731097,-115.5914220836681,0.006802864007299373,5.741617222160671,844.0,1346.0
L1M2c,L1M2c,L1M2c,LINE,29,226,1.538435556870386,0.0337268021306634,0.0593072843620743,222.93103448275863,212.98230088495572,1.462397997898956,2.3541084391474008,2.813832789656445,0.7602692175618488,0.976,0.048,0.048,0.0957486910994765,Non-Significant,0.5467402194350793,-1.2268919615435865,0.005501861547976026,0.7097401396889074,129.0,23.0
AluJo,AluJo,AluJo,SINE,2762,15650,2.239691009720526,6.531986034231318e-271,1.9647526413490518e-269,154.697320782042,159.13686900958467,3.4412236742426123,4.194514341882467,1.5345588435272093,0.0573877489732605,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.4595015493655221,-268.70669211870296,0.0071460835670445165,5.988418029183305,838.0,1436.0
L1ME4c,L1ME4c,L1ME4c,LINE,1495,7848,2.4592986620321016,8.786188155733672e-178,2.1831767526094754e-176,260.37658862876253,262.282619775739,3.1746411926604483,3.894758994371892,2.634335652010125,0.1164590859252291,0.93,0.1399999999999999,0.1399999999999999,0.2342898975109809,Non-Significant,0.9335555475459394,-175.66091110186508,0.007004465271189246,5.862737431985399,837.0,1207.0
MER1A,MER1A,MER1A,DNA,323,3015,1.2539351948376125,0.000180388002198,0.0004654254774546,123.03405572755418,126.74262023217248,2.509202522331103,3.47928731647617,1.5794996197566649,0.1151011595953141,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.7938812894622866,-3.332149847058962,0.006298097432172704,3.2372220801367697,514.0,267.0
LTR41,LTR41,LTR41,LTR,132,746,2.246741968627508,1.0951068513445084e-14,5.904278920220628e-14,224.12878787878788,226.69168900804289,2.12057393120585,2.8727388274726686,1.644926147274006,0.2527351219989885,0.008,0.016,0.016,0.0370953346855984,Significant,1.3658619095762077,-13.228833134475755,0.006052545435465768,2.057865448058361,340.0,100.0
SVA_E,SVA_E,SVA_E,Retroposon,204,934,2.920485419026989,4.247286053390131e-34,4.296148636305239e-33,210.4558823529412,199.7730192719486,2.3096301674258988,2.970346876230093,1.7571475061573008,0.2321192057528097,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.6620604751696615,-32.36692070151462,0.0060495885190883295,2.3835378765208017,394.0,167.0
MER8,MER8,MER8,DNA,199,1862,1.250571168036792,0.0035407474971765,0.0076359894137223,217.84924623115575,221.3367346938776,2.298853076409707,3.269979676645324,1.531310035111,0.1568999562381987,0.974,0.052,0.052,0.1019485420240138,Non-Significant,0.8166675195504363,-2.1171346823691484,0.006513070025087124,2.768054760662028,425.0,157.0
MER21C,MER21C,MER21C,LTR,431,3844,1.319740879807331,1.6420549563707715e-07,5.902103192238338e-07,210.2830626450116,211.76925078043703,2.6344772701607315,3.584783378996508,1.6818982365887205,0.1180381114426259,0.998,0.004,0.004,0.0107072599531616,Significant,0.7846734428380586,-6.228993201574808,0.00683931898511932,4.390842788446603,642.0,348.0
AluJr,AluJr,AluJr,SINE,2561,14661,2.211943184923127,1.0814073814102462e-244,3.169355479363875e-243,158.4857477547833,164.1105654457404,3.40840957846843,4.166163593747834,1.5311079077701055,0.0545731309092499,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.4446683827429152,-242.49902904699843,0.007350110968577451,6.152042880699327,837.0,1436.0
L1MB8,L1MB8,L1MB8,LINE,2064,11101,2.3869034098056696,4.3867133080070175e-231,1.2535033277630054e-229,172.62742248062017,182.8526258895595,3.314709692955174,4.045362102653348,2.682305378083327,0.0983487225640194,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.8898701204227759,-228.9018745087523,0.0071245533555080965,6.184112312581028,868.0,1436.0
AluSp,AluSp,AluSp,SINE,7946,40249,2.570756660576217,0.0,0.0,91.66461112509438,96.76009341847002,3.900148560719344,4.604755094644832,1.5342391372257145,0.0324325384232608,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.6755905896291916,-inf,0.0070241645769579504,5.7036216364898555,812.0,1436.0
Tigger12,Tigger12,Tigger12,DNA,72,678,1.2416735090689537,0.0885906606777762,0.1392835284108641,279.1388888888889,288.00294985250736,1.8573324964312683,2.831229693867064,1.9220243510671309,0.2965528596512553,0.994,0.012,0.012,0.0288757894736842,Significant,0.6460238177417272,-0.8561002399524815,0.006067285552093005,1.6381670990651114,270.0,52.0
FLAM_A,FLAM_A,FLAM_A,SINE,1286,7541,2.1486331517950625,2.6608416245689486e-116,5.068903294803847e-115,180.86003110419907,188.51664235512533,3.109240968588203,3.87742894078822,1.5071370477355213,0.074328659323168,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.4256388661027153,-114.29508599422415,0.006734155497993872,5.084287400985374,755.0,1029.0
AluSq10,AluSq10,AluSq10,SINE,625,3165,2.5715467912375654,9.643304754836847e-82,1.5524362443350023e-80,100.28,104.69636650868878,2.7958800173440754,3.500373714353374,1.5363309706126196,0.119930259087388,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.6738234406692643,-79.80898622645061,0.0062620749271493775,3.882486454832614,620.0,503.0
LTR37A,LTR37A,LTR37A,LTR,151,1543,1.133666364371003,0.1488335618578048,0.2178191564705133,201.8807947019868,205.4050550874919,2.1789769472931693,3.188365926063148,1.6161853120248844,0.1786629614818164,0.998,0.004,0.004,0.0107072599531616,Significant,0.7014457784860428,-0.6619039281450391,0.006161386963911939,2.489200333420423,404.0,129.0
L1ME4b,L1ME4b,L1ME4b,LINE,3603,14909,3.330479954274551,0.0,0.0,252.3549819594782,256.3825206251258,3.5566642621225686,4.173448514744314,2.671311174375525,0.0822845340370195,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.2467585155267882,-inf,0.007346238353952446,6.266341315921436,853.0,1436.0
AluJr4,AluJr4,AluJr4,SINE,1362,7434,2.344197031177369,9.287818262037376e-148,2.258718356065685e-146,164.33994126284875,168.3050847457627,3.1341771075767664,3.871222556759707,1.5375813426951013,0.0744449910779771,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.5246003356599116,-145.64613791871759,0.006880415549675699,5.256637479952234,764.0,1091.0
MER11C,MER11C,MER11C,LTR,123,1431,0.982754146713324,0.8883470401294744,0.9239132546569512,80.91869918699187,95.90705800139764,2.089905111439398,3.1556396337597765,1.6882739000030091,0.1856988239072878,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.58210586961723,-0.034368802364637754,0.005684410239515073,2.091862968141547,368.0,107.0
Charlie29b,Charlie29b,Charlie29b,DNA,128,983,1.5645572146585105,7.359237260815117e-06,2.2019916725423244e-05,253.0703125,261.30111902339775,2.1072099696478683,2.9925535178321354,1.6896699148209513,0.2422159418227369,0.682,0.6359999999999999,0.6359999999999999,0.733549949545913,Non-Significant,0.925954354122652,-4.657184327769242,0.005931853134755722,1.856670031178541,313.0,83.0
MSTD,MSTD,MSTD,LTR,527,6314,0.9517099529595378,0.2846835553363718,0.3697651178971283,184.3187855787476,195.20763382958503,2.7218106152125467,3.800304577556199,1.584565149109242,0.0899598369501875,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.6006127002695587,-0.43207406077912713,0.006404612575405771,4.271876587795649,667.0,430.0
AluSg7,AluSg7,AluSg7,SINE,1352,6568,2.708868920763616,9.811271056865508e-191,2.607972748371459e-189,98.6094674556213,101.9138246041413,3.130976691605617,3.817433144111385,1.5388017598118469,0.0790304931675704,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.760375502231578,-188.58369695101285,0.006512474583657527,5.105780073587501,784.0,1077.0
L1MC4,L1MC4,L1MC4,LINE,3044,13979,2.909220027207116,0.0,0.0,225.35840998685936,231.5732885041849,3.4834446480985357,4.14547610488496,3.03872760455154,0.0959221069286364,0.914,0.1719999999999999,0.1719999999999999,0.2719170124481327,Non-Significant,0.9573809850048942,-inf,0.006991810652665062,5.8871045695439825,842.0,1436.0
MER3,MER3,MER3,DNA,1478,9870,1.840592112822692,4.67126796363772e-90,8.089786791572597e-89,196.6745602165088,201.1352583586626,3.1696744340588068,3.9943171526696366,1.5224400263750315,0.0659041706377138,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.2089751195028606,-88.09206292418052,0.007022287046604368,5.421205599978572,772.0,1094.0
MER5A1,MER5A1,MER5A1,DNA,1831,14349,1.528628414912844,3.1375316593815584e-58,4.427405786016199e-57,212.0819224467504,216.69057077148236,3.2626883443016963,4.156821635591626,1.516238276260906,0.0527569232151875,0.412,0.824,0.824,0.8736846011131726,Non-Significant,1.0081716303076669,-56.35385067170731,0.007337463599964363,6.302881232369388,859.0,1436.0
L1MEg,L1MEg,L1MEg,LINE,615,5150,1.4172472866936776,7.943890989094543e-15,4.344434162935436e-14,255.2130081300813,260.8957281553398,2.788875115775417,3.711807229041191,2.693624089119224,0.1451673354979948,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5261488759395143,-13.362066779840676,0.006520844838777403,4.558070542305405,699.0,509.0
MER33,MER33,MER33,DNA,1279,7242,2.2415807391303977,8.207327860762925e-127,1.6751742401521471e-125,189.68412822517595,190.10521955260975,3.106870544478654,3.859858520480993,1.549778193603078,0.0753868729763164,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.4463881014604734,-124.77594001393994,0.006968530736024527,5.407579851155033,776.0,971.0
L1ME3,L1ME3,L1ME3,LINE,867,4235,2.6902671252805668,1.0125736470642375e-121,2.030476629113024e-120,228.2722029988466,235.1827626918536,2.9380190974762104,3.6268534146667255,2.673618921176064,0.1540071505980136,0.44,0.88,0.88,0.9127404718693284,Non-Significant,1.0062268425663219,-119.69240200489627,0.0067358583147506396,4.546704362456682,675.0,713.0
LTR104_Mam,LTR104_Mam,LTR104_Mam,LTR,155,1361,1.3431730660266483,0.0009019064499737,0.0021431997345529,283.0387096774194,282.4401175606172,2.1903316981702914,3.133858125203335,1.7539019173416155,0.1983991665815456,0.978,0.044,0.044,0.089012389380531,Non-Significant,0.7658199428064325,-2.6689373531896097,0.00611368673966645,2.3843378284699153,390.0,124.0
MER94,MER94,MER94,DNA,519,4860,1.249468346316735,3.257835524563105e-06,1.0174060121791336e-05,254.95375722543352,265.9244855967078,2.7151673578484576,3.686636269262293,1.4997594562079049,0.0905612298387886,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.8331124975707618,-4.9925057003113995,0.006642572786561172,4.204748573893222,633.0,425.0
LTR7,LTR7,LTR7,LTR,148,1527,1.1216180657626649,0.1885049761377232,0.2627575460066069,67.18243243243244,69.8618205631958,2.170261715394957,3.1838390370564214,1.9939066056200976,0.2164737898650129,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5625228697278155,-0.5804448028278978,0.006105193562844441,2.4542878122634653,402.0,120.0
MER67C,MER67C,MER67C,LTR,161,1066,1.8591949732889672,1.620902853996062e-11,7.624246757685179e-11,202.16770186335404,189.406191369606,2.206825876031849,3.0277572046905536,1.6415153665548945,0.2194744374403026,0.15,0.3,0.3,0.4166464155528554,Non-Significant,1.132608936333581,-10.117803056261804,0.007459263940675643,2.9389499926262035,394.0,134.0
LTR67B,LTR67B,LTR67B,LTR,202,2794,0.8144488601321541,0.0043754296187621,0.0092442071242977,266.6683168316832,275.1084466714388,2.305351369446624,3.446226401778163,1.599567023008498,0.1318732741348921,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5091683239382632,-2.0341303323478597,0.006079821057544885,2.90007464444891,477.0,173.0
